strategies,round
8.0,198.0
8.0,198.0
8.0,198.0
8.0,198.0
8.0,198.0
8.0,198.0
8.0,198.0
8.0,198.0
8.0,198.0
8.0,198.0
8.0,198.0
7.99,198.0
7.99,198.0
7.99,198.0
7.99,198.0
7.99,198.0
7.99,198.0
7.99,198.0
7.99,199.0
7.99,199.0
7.99,199.0
7.99,199.0
7.99,199.0
7.99,199.0
7.99,199.0
7.99,199.0
7.99,199.0
7.99,199.0
7.99,199.0
7.98,199.0
7.98,199.0
7.98,199.0
7.98,199.0
7.98,199.0
7.98,199.0
7.98,199.0
7.98,199.0
7.98,199.0
7.98,200.0
7.98,200.0
7.98,200.0
7.98,200.0
7.98,200.0
7.98,200.0
7.98,200.0
7.98,200.0
7.98,200.0
7.97,200.0
7.97,200.0
7.97,200.0
7.97,200.0
7.97,200.0
7.97,200.0
7.97,200.0
7.97,200.0
7.97,200.0
7.97,200.0
7.97,200.0
7.97,201.0
7.97,201.0
7.97,201.0
7.97,201.0
7.97,201.0
7.97,201.0
7.97,201.0
7.96,201.0
7.96,201.0
7.96,201.0
7.96,201.0
7.96,201.0
7.96,201.0
7.96,201.0
7.96,201.0
7.96,201.0
7.96,201.0
7.96,201.0
7.96,201.0
7.96,201.0
7.96,202.0
7.96,202.0
7.96,202.0
7.96,202.0
7.96,202.0
7.95,202.0
7.95,202.0
7.95,202.0
7.95,202.0
7.95,202.0
7.95,202.0
7.95,202.0
7.95,202.0
7.95,202.0
7.95,202.0
7.95,202.0
7.95,202.0
7.95,202.0
7.95,202.0
7.95,202.0
7.95,203.0
7.95,203.0
7.95,203.0
7.94,203.0
7.94,203.0
7.94,203.0
7.94,203.0
7.94,203.0
7.94,203.0
7.94,203.0
7.94,203.0
7.94,203.0
7.94,203.0
7.94,203.0
7.94,203.0
7.94,203.0
7.94,203.0
7.94,203.0
7.94,203.0
7.94,203.0
7.94,204.0
7.930000000000001,204.0
7.930000000000001,204.0
7.930000000000001,204.0
7.930000000000001,204.0
7.930000000000001,204.0
7.930000000000001,204.0
7.930000000000001,204.0
7.930000000000001,204.0
7.930000000000001,204.0
7.930000000000001,204.0
7.930000000000001,204.0
7.930000000000001,204.0
7.930000000000001,204.0
7.930000000000001,204.0
7.930000000000001,204.0
7.930000000000001,204.0
7.930000000000001,204.0
7.930000000000001,204.0
7.92,204.0
7.92,205.0
7.92,205.0
7.92,205.0
7.92,205.0
7.92,205.0
7.92,205.0
7.92,205.0
7.92,205.0
7.92,205.0
7.92,205.0
7.92,205.0
7.92,205.0
7.92,205.0
7.92,205.0
7.92,205.0
7.92,205.0
7.92,205.0
7.91,205.0
7.91,205.0
7.91,205.0
7.91,206.0
7.91,206.0
7.91,206.0
7.91,206.0
7.91,206.0
7.91,206.0
7.91,206.0
7.91,206.0
7.91,206.0
7.91,206.0
7.91,206.0
7.91,206.0
7.91,206.0
7.91,206.0
7.91,206.0
7.9,206.0
7.9,206.0
7.9,206.0
7.9,206.0
7.9,206.0
7.9,207.0
7.9,207.0
7.9,207.0
7.9,207.0
7.9,207.0
7.9,207.0
7.9,207.0
7.9,207.0
7.9,207.0
7.9,207.0
7.9,207.0
7.9,207.0
7.9,207.0
7.890000000000001,207.0
7.890000000000001,207.0
7.890000000000001,207.0
7.890000000000001,207.0
7.890000000000001,207.0
7.890000000000001,207.0
7.890000000000001,207.0
7.890000000000001,208.0
7.890000000000001,208.0
7.890000000000001,208.0
7.890000000000001,208.0
7.890000000000001,208.0
7.890000000000001,208.0
7.890000000000001,208.0
7.890000000000001,208.0
7.890000000000001,208.0
7.890000000000001,208.0
7.890000000000001,208.0
7.88,208.0
7.88,208.0
7.88,208.0
7.88,208.0
7.88,208.0
7.88,208.0
7.88,208.0
7.88,208.0
7.88,208.0
7.88,209.0
7.88,209.0
7.88,209.0
7.88,209.0
7.88,209.0
7.88,209.0
7.88,209.0
7.88,209.0
7.88,209.0
7.87,209.0
7.87,209.0
7.87,209.0
7.87,209.0
7.87,209.0
7.87,209.0
7.87,209.0
7.87,209.0
7.87,209.0
7.87,209.0
7.87,209.0
7.87,210.0
7.87,210.0
7.87,210.0
7.87,210.0
7.87,210.0
7.87,210.0
7.87,210.0
7.86,210.0
7.86,210.0
7.86,210.0
7.86,210.0
7.86,210.0
7.86,210.0
7.86,210.0
7.86,210.0
7.86,210.0
7.86,210.0
7.86,210.0
7.86,210.0
7.86,210.0
7.86,211.0
7.86,211.0
7.86,211.0
7.86,211.0
7.86,211.0
7.8500000000000005,211.0
7.8500000000000005,211.0
7.8500000000000005,211.0
7.8500000000000005,211.0
7.8500000000000005,211.0
7.8500000000000005,211.0
7.8500000000000005,211.0
7.8500000000000005,211.0
7.8500000000000005,211.0
7.8500000000000005,211.0
7.8500000000000005,211.0
7.8500000000000005,211.0
7.8500000000000005,211.0
7.8500000000000005,211.0
7.8500000000000005,211.0
7.8500000000000005,212.0
7.8500000000000005,212.0
7.8500000000000005,212.0
7.84,212.0
7.84,212.0
7.84,212.0
7.84,212.0
7.84,212.0
7.84,212.0
7.84,212.0
7.84,212.0
7.84,212.0
7.84,212.0
7.84,212.0
7.84,212.0
7.84,212.0
7.84,212.0
7.84,212.0
7.84,212.0
7.84,212.0
7.84,213.0
7.83,213.0
7.83,213.0
7.83,213.0
7.83,213.0
7.83,213.0
7.83,213.0
7.83,213.0
7.83,213.0
7.83,213.0
7.83,213.0
7.83,213.0
7.83,213.0
7.83,213.0
7.83,213.0
7.83,213.0
7.83,213.0
7.83,213.0
7.83,213.0
7.82,213.0
7.82,214.0
7.82,214.0
7.82,214.0
7.82,214.0
7.82,214.0
7.82,214.0
7.82,214.0
7.82,214.0
7.82,214.0
7.82,214.0
7.82,214.0
7.82,214.0
7.82,214.0
7.82,214.0
7.82,214.0
7.82,214.0
7.82,214.0
7.8100000000000005,214.0
7.8100000000000005,214.0
7.8100000000000005,214.0
7.8100000000000005,215.0
7.8100000000000005,215.0
7.8100000000000005,215.0
7.8100000000000005,215.0
7.8100000000000005,215.0
7.8100000000000005,215.0
7.8100000000000005,215.0
7.8100000000000005,215.0
7.8100000000000005,215.0
7.8100000000000005,215.0
7.8100000000000005,215.0
7.8100000000000005,215.0
7.8100000000000005,215.0
7.8100000000000005,215.0
7.8100000000000005,215.0
7.8,215.0
7.8,215.0
7.8,215.0
7.8,215.0
7.8,215.0
7.8,216.0
7.8,216.0
7.8,216.0
7.8,216.0
7.8,216.0
7.8,216.0
7.8,216.0
7.8,216.0
7.8,216.0
7.8,216.0
7.8,216.0
7.8,216.0
7.8,216.0
7.79,216.0
7.79,216.0
7.79,216.0
7.79,216.0
7.79,216.0
7.79,216.0
7.79,216.0
7.79,217.0
7.79,217.0
7.79,217.0
7.79,217.0
7.79,217.0
7.79,217.0
7.79,217.0
7.79,217.0
7.79,217.0
7.79,217.0
7.79,217.0
7.78,217.0
7.78,217.0
7.78,217.0
7.78,217.0
7.78,217.0
7.78,217.0
7.78,217.0
7.78,217.0
7.78,217.0
7.78,218.0
7.78,218.0
7.78,218.0
7.78,218.0
7.78,218.0
7.78,218.0
7.78,218.0
7.78,218.0
7.78,218.0
7.7700000000000005,218.0
7.7700000000000005,218.0
7.7700000000000005,218.0
7.7700000000000005,218.0
7.7700000000000005,218.0
7.7700000000000005,218.0
7.7700000000000005,218.0
7.7700000000000005,218.0
7.7700000000000005,218.0
7.7700000000000005,218.0
7.7700000000000005,218.0
7.7700000000000005,219.0
7.7700000000000005,219.0
7.7700000000000005,219.0
7.7700000000000005,219.0
7.7700000000000005,219.0
7.7700000000000005,219.0
7.7700000000000005,219.0
7.76,219.0
7.76,219.0
7.76,219.0
7.76,219.0
7.76,219.0
7.76,219.0
7.76,219.0
7.76,219.0
7.76,219.0
7.76,219.0
7.76,219.0
7.76,219.0
7.76,219.0
7.76,220.0
7.76,220.0
7.76,220.0
7.76,220.0
7.76,220.0
7.75,220.0
7.75,220.0
7.75,220.0
7.75,220.0
7.75,220.0
7.75,220.0
7.75,220.0
7.75,220.0
7.75,220.0
7.75,220.0
7.75,220.0
7.75,220.0
7.75,220.0
7.75,220.0
7.75,220.0
7.75,221.0
7.75,221.0
7.75,221.0
7.74,221.0
7.74,221.0
7.74,221.0
7.74,221.0
7.74,221.0
7.74,221.0
7.74,221.0
7.74,221.0
7.74,221.0
7.74,221.0
7.74,221.0
7.74,221.0
7.74,221.0
7.74,221.0
7.74,221.0
7.74,221.0
7.74,221.0
7.74,222.0
7.73,222.0
7.73,222.0
7.73,222.0
7.73,222.0
7.73,222.0
7.73,222.0
7.73,222.0
7.73,222.0
7.73,222.0
7.73,222.0
7.73,222.0
7.73,222.0
7.73,222.0
7.73,222.0
7.73,222.0
7.73,222.0
7.73,222.0
7.73,222.0
7.72,222.0
7.72,223.0
7.72,223.0
7.72,223.0
7.72,223.0
7.72,223.0
7.72,223.0
7.72,223.0
7.72,223.0
7.72,223.0
7.72,223.0
7.72,223.0
7.72,223.0
7.72,223.0
7.72,223.0
7.72,223.0
7.72,223.0
7.72,223.0
7.71,223.0
7.71,223.0
7.71,223.0
7.71,224.0
7.71,224.0
7.71,224.0
7.71,224.0
7.71,224.0
7.71,224.0
7.71,224.0
7.71,224.0
7.71,224.0
7.71,224.0
7.71,224.0
7.71,224.0
7.71,224.0
7.71,224.0
7.71,224.0
7.7,224.0
7.7,224.0
7.7,224.0
7.7,224.0
7.7,224.0
7.7,225.0
7.7,225.0
7.7,225.0
7.7,225.0
7.7,225.0
7.7,225.0
7.7,225.0
7.7,225.0
7.7,225.0
7.7,225.0
7.7,225.0
7.7,225.0
7.7,225.0
7.69,225.0
7.69,225.0
7.69,225.0
7.69,225.0
7.69,225.0
7.69,225.0
7.69,225.0
7.69,226.0
7.69,226.0
7.69,226.0
7.69,226.0
7.69,226.0
7.69,226.0
7.69,226.0
7.69,226.0
7.69,226.0
7.69,226.0
7.69,226.0
7.68,226.0
7.68,226.0
7.68,226.0
7.68,226.0
7.68,226.0
7.68,226.0
7.68,226.0
7.68,226.0
7.68,226.0
7.68,227.0
7.68,227.0
7.68,227.0
7.68,227.0
7.68,227.0
7.68,227.0
7.68,227.0
7.68,227.0
7.68,227.0
7.67,227.0
7.67,227.0
7.67,227.0
7.67,227.0
7.67,227.0
7.67,227.0
7.67,227.0
7.67,227.0
7.67,227.0
7.67,227.0
7.67,227.0
7.67,228.0
7.67,228.0
7.67,228.0
7.67,228.0
7.67,228.0
7.67,228.0
7.67,228.0
7.66,228.0
7.66,228.0
7.66,228.0
7.66,228.0
7.66,228.0
7.66,228.0
7.66,228.0
7.66,228.0
7.66,228.0
7.66,228.0
7.66,228.0
7.66,228.0
7.66,228.0
7.66,229.0
7.66,229.0
7.66,229.0
7.66,229.0
7.66,229.0
7.65,229.0
7.65,229.0
7.65,229.0
7.65,229.0
7.65,229.0
7.65,229.0
7.65,229.0
7.65,229.0
7.65,229.0
7.65,229.0
7.65,229.0
7.65,229.0
7.65,229.0
7.65,229.0
7.65,229.0
7.65,230.0
7.65,230.0
7.65,230.0
7.640000000000001,230.0
7.640000000000001,230.0
7.640000000000001,230.0
7.640000000000001,230.0
7.640000000000001,230.0
7.640000000000001,230.0
7.640000000000001,230.0
7.640000000000001,230.0
7.640000000000001,230.0
7.640000000000001,230.0
7.640000000000001,230.0
7.640000000000001,230.0
7.640000000000001,230.0
7.640000000000001,230.0
7.640000000000001,230.0
7.640000000000001,230.0
7.640000000000001,230.0
7.640000000000001,231.0
7.63,231.0
7.63,231.0
7.63,231.0
7.63,231.0
7.63,231.0
7.63,231.0
7.63,231.0
7.63,231.0
7.63,231.0
7.63,231.0
7.63,231.0
7.63,231.0
7.63,231.0
7.63,231.0
7.63,231.0
7.63,231.0
7.63,231.0
7.63,231.0
7.62,231.0
7.62,232.0
7.62,232.0
7.62,232.0
7.62,232.0
7.62,232.0
7.62,232.0
7.62,232.0
7.62,232.0
7.62,232.0
7.62,232.0
7.62,232.0
7.62,232.0
7.62,232.0
7.62,232.0
7.62,232.0
7.62,232.0
7.62,232.0
7.61,232.0
7.61,232.0
7.61,232.0
7.61,233.0
7.61,233.0
7.61,233.0
7.61,233.0
7.61,233.0
7.61,233.0
7.61,233.0
7.61,233.0
7.61,233.0
7.61,233.0
7.61,233.0
7.61,233.0
7.61,233.0
7.61,233.0
7.61,233.0
7.6000000000000005,233.0
7.6000000000000005,233.0
7.6000000000000005,233.0
7.6000000000000005,233.0
7.6000000000000005,233.0
7.6000000000000005,234.0
7.6000000000000005,234.0
7.6000000000000005,234.0
7.6000000000000005,234.0
7.6000000000000005,234.0
7.6000000000000005,234.0
7.6000000000000005,234.0
7.6000000000000005,234.0
7.6000000000000005,234.0
7.6000000000000005,234.0
7.6000000000000005,234.0
7.6000000000000005,234.0
7.6000000000000005,234.0
7.59,234.0
7.59,234.0
7.59,234.0
7.59,234.0
7.59,234.0
7.59,234.0
7.59,234.0
7.59,235.0
7.59,235.0
7.59,235.0
7.59,235.0
7.59,235.0
7.59,235.0
7.59,235.0
7.59,235.0
7.59,235.0
7.59,235.0
7.59,235.0
7.58,235.0
7.58,235.0
7.58,235.0
7.58,235.0
7.58,235.0
7.58,235.0
7.58,235.0
7.58,235.0
7.58,235.0
7.58,236.0
7.58,236.0
7.58,236.0
7.58,236.0
7.58,236.0
7.58,236.0
7.58,236.0
7.58,236.0
7.58,236.0
7.57,236.0
7.57,236.0
7.57,236.0
7.57,236.0
7.57,236.0
7.57,236.0
7.57,236.0
7.57,236.0
7.57,236.0
7.57,236.0
7.57,236.0
7.57,237.0
7.57,237.0
7.57,237.0
7.57,237.0
7.57,237.0
7.57,237.0
7.57,237.0
7.5600000000000005,237.0
7.5600000000000005,237.0
7.5600000000000005,237.0
7.5600000000000005,237.0
7.5600000000000005,237.0
7.5600000000000005,237.0
7.5600000000000005,237.0
7.5600000000000005,237.0
7.5600000000000005,237.0
7.5600000000000005,237.0
7.5600000000000005,237.0
7.5600000000000005,237.0
7.5600000000000005,237.0
7.5600000000000005,238.0
7.5600000000000005,238.0
7.5600000000000005,238.0
7.5600000000000005,238.0
7.5600000000000005,238.0
7.55,238.0
7.55,238.0
7.55,238.0
7.55,238.0
7.55,238.0
7.55,238.0
7.55,238.0
7.55,238.0
7.55,238.0
7.55,238.0
7.55,238.0
7.55,238.0
7.55,238.0
7.55,238.0
7.55,238.0
7.55,239.0
7.55,239.0
7.55,239.0
7.54,239.0
7.54,239.0
7.54,239.0
7.54,239.0
7.54,239.0
7.54,239.0
7.54,239.0
7.54,239.0
7.54,239.0
7.54,239.0
7.54,239.0
7.54,239.0
7.54,239.0
7.54,239.0
7.54,239.0
7.54,239.0
7.54,239.0
7.54,240.0
7.53,240.0
7.53,240.0
7.53,240.0
7.53,240.0
7.53,240.0
7.53,240.0
7.53,240.0
7.53,240.0
7.53,240.0
7.53,240.0
7.53,240.0
7.53,240.0
7.53,240.0
7.53,240.0
7.53,240.0
7.53,240.0
7.53,240.0
7.53,240.0
7.5200000000000005,240.0
7.5200000000000005,241.0
7.5200000000000005,241.0
7.5200000000000005,241.0
7.5200000000000005,241.0
7.5200000000000005,241.0
7.5200000000000005,241.0
7.5200000000000005,241.0
7.5200000000000005,241.0
7.5200000000000005,241.0
7.5200000000000005,241.0
7.5200000000000005,241.0
7.5200000000000005,241.0
7.5200000000000005,241.0
7.5200000000000005,241.0
7.5200000000000005,241.0
7.5200000000000005,241.0
7.5200000000000005,241.0
7.51,241.0
7.51,241.0
7.51,241.0
7.51,242.0
7.51,242.0
7.51,242.0
7.51,242.0
7.51,242.0
7.51,242.0
7.51,242.0
7.51,242.0
7.51,242.0
7.51,242.0
7.51,242.0
7.51,242.0
7.51,242.0
7.51,242.0
7.51,242.0
7.5,242.0
7.5,242.0
7.5,242.0
7.5,242.0
7.5,242.0
7.5,243.0
7.5,243.0
7.5,243.0
7.5,243.0
7.5,243.0
7.5,243.0
7.5,243.0
7.5,243.0
7.5,243.0
7.5,243.0
7.5,243.0
7.5,243.0
7.5,243.0
7.49,243.0
7.49,243.0
7.49,243.0
7.49,243.0
7.49,243.0
7.49,243.0
7.49,243.0
7.49,244.0
7.49,244.0
7.49,244.0
7.49,244.0
7.49,244.0
7.49,244.0
7.49,244.0
7.49,244.0
7.49,244.0
7.49,244.0
7.49,244.0
7.48,244.0
7.48,244.0
7.48,244.0
7.48,244.0
7.48,244.0
7.48,244.0
7.48,244.0
7.48,244.0
7.48,244.0
7.48,245.0
7.48,245.0
7.48,245.0
7.48,245.0
7.48,245.0
7.48,245.0
7.48,245.0
7.48,245.0
7.48,245.0
7.47,245.0
7.47,245.0
7.47,245.0
7.47,245.0
7.47,245.0
7.47,245.0
7.47,245.0
7.47,245.0
7.47,245.0
7.47,245.0
7.47,245.0
7.47,246.0
7.47,246.0
7.47,246.0
7.47,246.0
7.47,246.0
7.47,246.0
7.47,246.0
7.46,246.0
7.46,246.0
7.46,246.0
7.46,246.0
7.46,246.0
7.46,246.0
7.46,246.0
7.46,246.0
7.46,246.0
7.46,246.0
7.46,246.0
7.46,246.0
7.46,246.0
7.46,247.0
7.46,247.0
7.46,247.0
7.46,247.0
7.46,247.0
7.45,247.0
7.45,247.0
7.45,247.0
7.45,247.0
7.45,247.0
7.45,247.0
7.45,247.0
7.45,247.0
7.45,247.0
7.45,247.0
7.45,247.0
7.45,247.0
7.45,247.0
7.45,247.0
7.45,247.0
7.45,248.0
7.45,248.0
7.45,248.0
7.44,248.0
7.44,248.0
7.44,248.0
7.44,248.0
7.44,248.0
7.44,248.0
7.44,248.0
7.44,248.0
7.44,248.0
7.44,248.0
7.44,248.0
7.44,248.0
7.44,248.0
7.44,248.0
7.44,248.0
7.44,248.0
7.44,248.0
7.44,249.0
7.43,249.0
7.43,249.0
7.43,249.0
7.43,249.0
7.43,249.0
7.43,249.0
7.43,249.0
7.43,249.0
7.43,249.0
7.43,249.0
7.43,249.0
7.43,249.0
7.43,249.0
7.43,249.0
7.43,249.0
7.43,249.0
7.43,249.0
7.43,249.0
7.42,249.0
7.42,250.0
7.42,250.0
7.42,250.0
7.42,250.0
7.42,250.0
7.42,250.0
7.42,250.0
7.42,250.0
7.42,250.0
7.42,250.0
7.42,250.0
7.42,250.0
7.42,250.0
7.42,250.0
7.42,250.0
7.42,250.0
7.42,250.0
7.41,250.0
7.41,250.0
7.41,250.0
7.41,251.0
7.41,251.0
7.41,251.0
7.41,251.0
7.41,251.0
7.41,251.0
7.41,251.0
7.41,251.0
7.41,251.0
7.41,251.0
7.41,251.0
7.41,251.0
7.41,251.0
7.41,251.0
7.41,251.0
7.4,251.0
7.4,251.0
7.4,251.0
7.4,251.0
7.4,251.0
7.4,252.0
7.4,252.0
7.4,252.0
7.4,252.0
7.4,252.0
7.4,252.0
7.4,252.0
7.4,252.0
7.4,252.0
7.4,252.0
7.4,252.0
7.4,252.0
7.4,252.0
7.390000000000001,252.0
7.390000000000001,252.0
7.390000000000001,252.0
7.390000000000001,252.0
7.390000000000001,252.0
7.390000000000001,252.0
7.390000000000001,252.0
7.390000000000001,253.0
7.390000000000001,253.0
7.390000000000001,253.0
7.390000000000001,253.0
7.390000000000001,253.0
7.390000000000001,253.0
7.390000000000001,253.0
7.390000000000001,253.0
7.390000000000001,253.0
7.390000000000001,253.0
7.390000000000001,253.0
7.38,253.0
7.38,253.0
7.38,253.0
7.38,253.0
7.38,253.0
7.38,253.0
7.38,253.0
7.38,253.0
7.38,253.0
7.38,254.0
7.38,254.0
7.38,254.0
7.38,254.0
7.38,254.0
7.38,254.0
7.38,254.0
7.38,254.0
7.38,254.0
7.37,254.0
7.37,254.0
7.37,254.0
7.37,254.0
7.37,254.0
7.37,254.0
7.37,254.0
7.37,254.0
7.37,254.0
7.37,254.0
7.37,254.0
7.37,255.0
7.37,255.0
7.37,255.0
7.37,255.0
7.37,255.0
7.37,255.0
7.37,255.0
7.36,255.0
7.36,255.0
7.36,255.0
7.36,255.0
7.36,255.0
7.36,255.0
7.36,255.0
7.36,255.0
7.36,255.0
7.36,255.0
7.36,255.0
7.36,255.0
7.36,255.0
7.36,256.0
7.36,256.0
7.36,256.0
7.36,256.0
7.36,256.0
7.3500000000000005,256.0
7.3500000000000005,256.0
7.3500000000000005,256.0
7.3500000000000005,256.0
7.3500000000000005,256.0
7.3500000000000005,256.0
7.3500000000000005,256.0
7.3500000000000005,256.0
7.3500000000000005,256.0
7.3500000000000005,256.0
7.3500000000000005,256.0
7.3500000000000005,256.0
7.3500000000000005,256.0
7.3500000000000005,256.0
7.3500000000000005,256.0
7.3500000000000005,257.0
7.3500000000000005,257.0
7.3500000000000005,257.0
7.34,257.0
7.34,257.0
7.34,257.0
7.34,257.0
7.34,257.0
7.34,257.0
7.34,257.0
7.34,257.0
7.34,257.0
7.34,257.0
7.34,257.0
7.34,257.0
7.34,257.0
7.34,257.0
7.34,257.0
7.34,257.0
7.34,257.0
7.34,258.0
7.33,258.0
7.33,258.0
7.33,258.0
7.33,258.0
7.33,258.0
7.33,258.0
7.33,258.0
7.33,258.0
7.33,258.0
7.33,258.0
7.33,258.0
7.33,258.0
7.33,258.0
7.33,258.0
7.33,258.0
7.33,258.0
7.33,258.0
7.33,258.0
7.32,258.0
7.32,259.0
7.32,259.0
7.32,259.0
7.32,259.0
7.32,259.0
7.32,259.0
7.32,259.0
7.32,259.0
7.32,259.0
7.32,259.0
7.32,259.0
7.32,259.0
7.32,259.0
7.32,259.0
7.32,259.0
7.32,259.0
7.32,259.0
7.3100000000000005,259.0
7.3100000000000005,259.0
7.3100000000000005,259.0
7.3100000000000005,260.0
7.3100000000000005,260.0
7.3100000000000005,260.0
7.3100000000000005,260.0
7.3100000000000005,260.0
7.3100000000000005,260.0
7.3100000000000005,260.0
7.3100000000000005,260.0
7.3100000000000005,260.0
7.3100000000000005,260.0
7.3100000000000005,260.0
7.3100000000000005,260.0
7.3100000000000005,260.0
7.3100000000000005,260.0
7.3100000000000005,260.0
7.3,260.0
7.3,260.0
7.3,260.0
7.3,260.0
7.3,260.0
7.3,261.0
7.3,261.0
7.3,261.0
7.3,261.0
7.3,261.0
7.3,261.0
7.3,261.0
7.3,261.0
7.3,261.0
7.3,261.0
7.3,261.0
7.3,261.0
7.3,261.0
7.29,261.0
7.29,261.0
7.29,261.0
7.29,261.0
7.29,261.0
7.29,261.0
7.29,261.0
7.29,262.0
7.29,262.0
7.29,262.0
7.29,262.0
7.29,262.0
7.29,262.0
7.29,262.0
7.29,262.0
7.29,262.0
7.29,262.0
7.29,262.0
7.28,262.0
7.28,262.0
7.28,262.0
7.28,262.0
7.28,262.0
7.28,262.0
7.28,262.0
7.28,262.0
7.28,262.0
7.28,263.0
7.28,263.0
7.28,263.0
7.28,263.0
7.28,263.0
7.28,263.0
7.28,263.0
7.28,263.0
7.28,263.0
7.2700000000000005,263.0
7.2700000000000005,263.0
7.2700000000000005,263.0
7.2700000000000005,263.0
7.2700000000000005,263.0
7.2700000000000005,263.0
7.2700000000000005,263.0
7.2700000000000005,263.0
7.2700000000000005,263.0
7.2700000000000005,263.0
7.2700000000000005,263.0
7.2700000000000005,264.0
7.2700000000000005,264.0
7.2700000000000005,264.0
7.2700000000000005,264.0
7.2700000000000005,264.0
7.2700000000000005,264.0
7.2700000000000005,264.0
7.26,264.0
7.26,264.0
7.26,264.0
7.26,264.0
7.26,264.0
7.26,264.0
7.26,264.0
7.26,264.0
7.26,264.0
7.26,264.0
7.26,264.0
7.26,264.0
7.26,264.0
7.26,265.0
7.26,265.0
7.26,265.0
7.26,265.0
7.26,265.0
7.25,265.0
7.25,265.0
7.25,265.0
7.25,265.0
7.25,265.0
7.25,265.0
7.25,265.0
7.25,265.0
7.25,265.0
7.25,265.0
7.25,265.0
7.25,265.0
7.25,265.0
7.25,265.0
7.25,265.0
7.25,266.0
7.25,266.0
7.25,266.0
7.24,266.0
7.24,266.0
7.24,266.0
7.24,266.0
7.24,266.0
7.24,266.0
7.24,266.0
7.24,266.0
7.24,266.0
7.24,266.0
7.24,266.0
7.24,266.0
7.24,266.0
7.24,266.0
7.24,266.0
7.24,266.0
7.24,266.0
7.24,267.0
7.23,267.0
7.23,267.0
7.23,267.0
7.23,267.0
7.23,267.0
7.23,267.0
7.23,267.0
7.23,267.0
7.23,267.0
7.23,267.0
7.23,267.0
7.23,267.0
7.23,267.0
7.23,267.0
7.23,267.0
7.23,267.0
7.23,267.0
7.23,267.0
7.22,267.0
7.22,268.0
7.22,268.0
7.22,268.0
7.22,268.0
7.22,268.0
7.22,268.0
7.22,268.0
7.22,268.0
7.22,268.0
7.22,268.0
7.22,268.0
7.22,268.0
7.22,268.0
7.22,268.0
7.22,268.0
7.22,268.0
7.22,268.0
7.21,268.0
7.21,268.0
7.21,268.0
7.21,269.0
7.21,269.0
7.21,269.0
7.21,269.0
7.21,269.0
7.21,269.0
7.21,269.0
7.21,269.0
7.21,269.0
7.21,269.0
7.21,269.0
7.21,269.0
7.21,269.0
7.21,269.0
7.21,269.0
7.2,269.0
7.2,269.0
7.2,269.0
7.2,269.0
7.2,269.0
7.2,270.0
7.2,270.0
7.2,270.0
7.2,270.0
7.2,270.0
7.2,270.0
7.2,270.0
7.2,270.0
7.2,270.0
7.2,270.0
7.2,270.0
7.2,270.0
7.2,270.0
7.19,270.0
7.19,270.0
7.19,270.0
7.19,270.0
7.19,270.0
7.19,270.0
7.19,270.0
7.19,271.0
7.19,271.0
7.19,271.0
7.19,271.0
7.19,271.0
7.19,271.0
7.19,271.0
7.19,271.0
7.19,271.0
7.19,271.0
7.19,271.0
7.18,271.0
7.18,271.0
7.18,271.0
7.18,271.0
7.18,271.0
7.18,271.0
7.18,271.0
7.18,271.0
7.18,271.0
7.18,272.0
7.18,272.0
7.18,272.0
7.18,272.0
7.18,272.0
7.18,272.0
7.18,272.0
7.18,272.0
7.18,272.0
7.17,272.0
7.17,272.0
7.17,272.0
7.17,272.0
7.17,272.0
7.17,272.0
7.17,272.0
7.17,272.0
7.17,272.0
7.17,272.0
7.17,272.0
7.17,273.0
7.17,273.0
7.17,273.0
7.17,273.0
7.17,273.0
7.17,273.0
7.17,273.0
7.16,273.0
7.16,273.0
7.16,273.0
7.16,273.0
7.16,273.0
7.16,273.0
7.16,273.0
7.16,273.0
7.16,273.0
7.16,273.0
7.16,273.0
7.16,273.0
7.16,273.0
7.16,274.0
7.16,274.0
7.16,274.0
7.16,274.0
7.16,274.0
7.15,274.0
7.15,274.0
7.15,274.0
7.15,274.0
7.15,274.0
7.15,274.0
7.15,274.0
7.15,274.0
7.15,274.0
7.15,274.0
7.15,274.0
7.15,274.0
7.15,274.0
7.15,274.0
7.15,274.0
7.15,275.0
7.15,275.0
7.15,275.0
7.140000000000001,275.0
7.140000000000001,275.0
7.140000000000001,275.0
7.140000000000001,275.0
7.140000000000001,275.0
7.140000000000001,275.0
7.140000000000001,275.0
7.140000000000001,275.0
7.140000000000001,275.0
7.140000000000001,275.0
7.140000000000001,275.0
7.140000000000001,275.0
7.140000000000001,275.0
7.140000000000001,275.0
7.140000000000001,275.0
7.140000000000001,275.0
7.140000000000001,275.0
7.140000000000001,276.0
7.13,276.0
7.13,276.0
7.13,276.0
7.13,276.0
7.13,276.0
7.13,276.0
7.13,276.0
7.13,276.0
7.13,276.0
7.13,276.0
7.13,276.0
7.13,276.0
7.13,276.0
7.13,276.0
7.13,276.0
7.13,276.0
7.13,276.0
7.13,276.0
7.12,276.0
7.12,277.0
7.12,277.0
7.12,277.0
7.12,277.0
7.12,277.0
7.12,277.0
7.12,277.0
7.12,277.0
7.12,277.0
7.12,277.0
7.12,277.0
7.12,277.0
7.12,277.0
7.12,277.0
7.12,277.0
7.12,277.0
7.12,277.0
7.11,277.0
7.11,277.0
7.11,277.0
7.11,278.0
7.11,278.0
7.11,278.0
7.11,278.0
7.11,278.0
